,assignmentid,stimulus_id,utterance,correct_guess,speaker_id,listener_id,scan_id,instance_type,target_id,tokens,dataset,mentions_target_class,uses_object_lang,uses_spatial_lang,uses_color_lang,uses_shape_lang,is_easy,is_view_dep
32898,20880,scene0378_00-bookshelf-2-38-37,The bookshelf with more boxes in front of it,True,67,434,scene0378_00,bookshelf,38,"['the', 'bookshelf', 'with', 'more', 'boxes', 'in', 'front', 'of', 'it']",nr3d,True,True,True,False,False,True,True
32967,20942,scene0222_00-trash_can-3-16-17-34,It is the trash bin nearest to the bed.,True,679,534,scene0222_00,trash can,16,"['it', 'is', 'the', 'trash', 'bin', 'nearest', 'to', 'the', 'bed']",nr3d,True,True,True,False,False,False,False
32979,23125,scene0030_00-table-5-51-47-48-49-50,Face the windows and it's the dark colored table on the right side.,True,181,192,scene0030_00,table,51,"['face', 'the', 'windows', 'and', 'it', 'is', 'the', 'dark', 'colored', 'table', 'on', 'the', 'right', 'side']",nr3d,True,True,True,True,False,False,True
33161,40729,scene0378_00-office_chair-2-40-41,"The green office chair, on the left when facing the windows.",True,322,714,scene0378_00,office chair,40,"['the', 'green', 'office', 'chair', 'on', 'the', 'left', 'when', 'facing', 'the', 'windows']",nr3d,True,True,True,True,False,True,True
33436,36016,scene0086_00-rail-2-16-15,Select the rail directly above the toilet.,True,254,564,scene0086_00,rail,16,"['select', 'the', 'rail', 'directly', 'above', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
33522,29158,scene0222_00-desk-2-14-13,desk with chair tucked under it,True,401,564,scene0222_00,desk,14,"['desk', 'with', 'chair', 'tucked', 'under', 'it']",nr3d,True,True,True,False,False,True,False
33616,26904,scene0086_00-door-2-8-9,iit is the door closest to the toilet stalls,True,570,315,scene0086_00,door,8,"['iit', 'is', 'the', 'door', 'closest', 'to', 'the', 'toilet', 'stalls']",nr3d,True,True,True,False,False,True,False
33696,8867,scene0030_00-window-3-27-26-58,"Facing the windows, choose the one on the right.",True,183,132,scene0030_00,window,27,"['facing', 'the', 'windows', 'choose', 'the', 'one', 'on', 'the', 'right']",nr3d,True,True,True,False,False,False,True
33697,7430,scene0046_00-backpack-3-18-50-52,backpack on the floor next to the computer desk,True,668,56,scene0046_00,backpack,18,"['backpack', 'on', 'the', 'floor', 'next', 'to', 'the', 'computer', 'desk']",nr3d,True,True,True,False,False,False,False
33740,14185,scene0389_00-nightstand-2-19-20,"When facing the head of the bed, it's the nightstand on the right.",True,322,390,scene0389_00,nightstand,19,"['when', 'facing', 'the', 'head', 'of', 'the', 'bed', 'it', 'is', 'the', 'nightstand', 'on', 'the', 'right']",nr3d,True,True,True,False,False,True,True
33772,24061,scene0030_00-table-5-49-47-48-50-51,"Facing the room with a blackboard on the right and one on the far wall, choose the table closest to you.",True,183,564,scene0030_00,table,49,"['facing', 'the', 'room', 'with', 'a', 'blackboard', 'on', 'the', 'right', 'and', 'one', 'on', 'the', 'far', 'wall', 'choose', 'the', 'table', 'closest', 'to', 'you']",nr3d,True,True,True,False,False,False,True
33793,21536,scene0011_00-trash_can-2-15-32,The correct trash can is grey and next to the TV on the wall.,True,411,230,scene0011_00,trash can,15,"['the', 'correct', 'trash', 'can', 'is', 'grey', 'and', 'next', 'to', 'the', 'tv', 'on', 'the', 'wall']",nr3d,True,True,True,True,False,True,False
33833,29823,scene0389_00-backpack-2-18-27,The backpack farthest from the window and door.,True,192,564,scene0389_00,backpack,18,"['the', 'backpack', 'farthest', 'from', 'the', 'window', 'and', 'door']",nr3d,True,True,True,False,False,True,False
34176,29564,scene0222_00-window-2-28-29,It is the window that is behind the bed.,True,679,635,scene0222_00,window,28,"['it', 'is', 'the', 'window', 'that', 'is', 'behind', 'the', 'bed']",nr3d,True,True,True,False,False,True,True
34224,30137,scene0046_00-shoes-2-48-49,Choose the brown dress shoes.,True,263,286,scene0046_00,shoes,48,"['choose', 'the', 'brown', 'dress', 'shoes']",nr3d,True,True,False,True,False,True,False
34259,29734,scene0435_00-towel-2-30-34,The towel on the toilet.,True,564,315,scene0435_00,towel,30,"['the', 'towel', 'on', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
34297,32669,scene0011_00-trash_can-2-32-15,The trash can located next to the two doors leading out,True,570,49,scene0011_00,trash can,32,"['the', 'trash', 'can', 'located', 'next', 'to', 'the', 'two', 'doors', 'leading', 'out']",nr3d,True,True,True,False,False,True,False
34369,27683,scene0086_00-paper_towel_dispenser-2-18-17,The towel dispenser on the bottom,True,277,132,scene0086_00,paper towel dispenser,18,"['the', 'towel', 'dispenser', 'on', 'the', 'bottom']",nr3d,True,True,True,False,False,True,False
34415,35009,scene0378_00-cup-2-31-32,The cup nearest the magazine.,True,329,648,scene0378_00,cup,31,"['the', 'cup', 'nearest', 'the', 'magazine']",nr3d,True,True,True,False,False,True,False
34452,29950,scene0086_00-sink-2-19-20,"Face the sinks.  The sink you want is the one on the left, closest to the bathroom stall",True,251,105,scene0086_00,sink,19,"['face', 'the', 'sinks', 'the', 'sink', 'you', 'want', 'is', 'the', 'one', 'on', 'the', 'left', 'closest', 'to', 'the', 'bathroom', 'stall']",nr3d,True,True,True,False,False,True,True
34718,31367,scene0222_00-trash_can-3-17-16-34,"Facing the 2 cans next to one another, the can on the left.",True,564,534,scene0222_00,trash can,17,"['facing', 'the', 'two', 'cans', 'next', 'to', 'one', 'another', 'the', 'can', 'on', 'the', 'left']",nr3d,True,True,True,False,False,False,True
34807,32403,scene0378_00-office_chair-2-41-40,The chair that is facing the desk.,True,671,358,scene0378_00,office chair,41,"['the', 'chair', 'that', 'is', 'facing', 'the', 'desk']",nr3d,True,True,True,False,False,True,True
34827,18338,scene0086_00-trash_can-2-14-13,trash can next to the toilet.,True,94,192,scene0086_00,trash can,14,"['trash', 'can', 'next', 'to', 'the', 'toilet']",nr3d,True,True,False,False,False,True,False
34836,40727,scene0046_00-door-2-26-21,the door that is in the bathroom,True,289,596,scene0046_00,door,26,"['the', 'door', 'that', 'is', 'in', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
34876,15495,scene0222_00-bed-2-0-5,the bed in the corner of the room furthest from the door,True,220,315,scene0222_00,bed,0,"['the', 'bed', 'in', 'the', 'corner', 'of', 'the', 'room', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,False
34882,14497,scene0046_00-shoes-2-48-49,the shoes closest to the door,True,220,564,scene0046_00,shoes,48,"['the', 'shoes', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
34885,36977,scene0030_00-office_chair-3-1-0-2,The chair in the middle of the room pulled out the most,True,596,434,scene0030_00,office chair,1,"['the', 'chair', 'in', 'the', 'middle', 'of', 'the', 'room', 'pulled', 'out', 'the', 'most']",nr3d,False,True,True,False,False,False,False
34887,19619,scene0378_00-desk-3-44-0-35,The narrow desk with the computer on it.,True,137,132,scene0378_00,desk,44,"['the', 'narrow', 'desk', 'with', 'the', 'computer', 'on', 'it']",nr3d,True,True,True,False,True,False,False
34946,31275,scene0435_00-shoes-2-16-17,the pair of shoes that is farther away from the entrance door,True,289,132,scene0435_00,shoes,16,"['the', 'pair', 'of', 'shoes', 'that', 'is', 'farther', 'away', 'from', 'the', 'entrance', 'door']",nr3d,True,True,True,False,False,True,False
34955,22541,scene0435_00-door-3-18-13-21,Choose the door oppose of the bathroom door.,True,85,702,scene0435_00,door,18,"['choose', 'the', 'door', 'oppose', 'of', 'the', 'bathroom', 'door']",nr3d,True,True,True,False,False,False,False
34977,14511,scene0086_00-trash_can-2-13-14,The trash can near the sinks.,True,324,321,scene0086_00,trash can,13,"['the', 'trash', 'can', 'near', 'the', 'sinks']",nr3d,True,True,True,False,False,True,False
35042,41304,scene0030_00-window-3-26-27-58,"When facing the three windows, you need to choose the one all the way to the left",True,595,597,scene0030_00,window,26,"['when', 'facing', 'the', 'three', 'windows', 'you', 'need', 'to', 'choose', 'the', 'one', 'all', 'the', 'way', 'to', 'the', 'left']",nr3d,True,True,True,False,False,False,True
35062,26224,scene0086_00-bathroom_stall_door-2-29-10,The stall door that is open inward and is closest to the 2 wall sinks.,True,656,564,scene0086_00,bathroom stall door,29,"['the', 'stall', 'door', 'that', 'is', 'open', 'inward', 'and', 'is', 'closest', 'to', 'the', 'two', 'wall', 'sinks']",nr3d,True,True,True,False,False,True,False
35087,24881,scene0030_00-table-5-51-47-48-49-50,"Facing the bookshelves, the table in the top right corner.",True,564,596,scene0030_00,table,51,"['facing', 'the', 'bookshelves', 'the', 'table', 'in', 'the', 'top', 'right', 'corner']",nr3d,True,True,True,False,False,False,True
35198,34201,scene0046_00-backpack-3-52-18-50,"facing the window, right backpack",True,534,321,scene0046_00,backpack,52,"['facing', 'the', 'window', 'right', 'backpack']",nr3d,True,True,True,False,False,False,True
35280,29238,scene0378_00-office_chair-2-41-40,"When standing in the middle of the room facing the chairs, the correct one is on the right. It brown.",True,411,368,scene0378_00,office chair,41,"['when', 'standing', 'in', 'the', 'middle', 'of', 'the', 'room', 'facing', 'the', 'chairs', 'the', 'correct', 'one', 'is', 'on', 'the', 'right', 'it', 'brown']",nr3d,True,True,True,True,False,True,True
35312,28496,scene0389_00-chair-2-3-2,The chair closet to the door,True,127,663,scene0389_00,chair,3,"['the', 'chair', 'closet', 'to', 'the', 'door']",nr3d,True,True,False,False,False,True,False
35405,7926,scene0378_00-office_chair-2-40-41,The office chair that is green,True,277,714,scene0378_00,office chair,40,"['the', 'office', 'chair', 'that', 'is', 'green']",nr3d,True,True,True,True,False,True,False
35410,32939,scene0030_00-window-3-58-26-27,The window that is in the middle of the other windows,True,596,534,scene0030_00,window,58,"['the', 'window', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'other', 'windows']",nr3d,True,True,True,False,False,False,False
35431,30641,scene0030_00-bookshelf-5-18-17-19-20-68,On the wall opposite to the clock face - the shelf on the left when facing these 3.,True,501,702,scene0030_00,bookshelf,18,"['on', 'the', 'wall', 'opposite', 'to', 'the', 'clock', 'face', 'the', 'shelf', 'on', 'the', 'left', 'when', 'facing', 'these', 'three']",nr3d,True,True,True,False,False,False,True
35441,5222,scene0435_00-suitcase-2-60-63,The black suitcase that's next to the desk and chair.,True,322,85,scene0435_00,suitcase,60,"['the', 'black', 'suitcase', 'that', 'is', 'next', 'to', 'the', 'desk', 'and', 'chair']",nr3d,True,True,True,True,False,True,False
35470,2680,scene0030_00-blackboard-2-21-22,click the black board that is longer,True,307,596,scene0030_00,blackboard,21,"['click', 'the', 'black', 'board', 'that', 'is', 'longer']",nr3d,True,True,True,True,True,True,False
35689,23622,scene0046_00-door-2-21-26,main door into the room,True,668,719,scene0046_00,door,21,"['main', 'door', 'into', 'the', 'room']",nr3d,True,True,True,False,False,True,False
35706,41272,scene0011_00-trash_can-2-15-32,Trash can next to the blackboard on the wall,True,129,132,scene0011_00,trash can,15,"['trash', 'can', 'next', 'to', 'the', 'blackboard', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
35713,20350,scene0222_00-door-2-3-24,"Door on the same wall as the windows, to the right of a desk",True,262,648,scene0222_00,door,3,"['door', 'on', 'the', 'same', 'wall', 'as', 'the', 'windows', 'to', 'the', 'right', 'of', 'a', 'desk']",nr3d,True,True,True,False,False,True,True
35733,2062,scene0378_00-bookshelf-2-38-37,The yellow shelf not the gray shelf.,True,564,230,scene0378_00,bookshelf,38,"['the', 'yellow', 'shelf', 'not', 'the', 'grey', 'shelf']",nr3d,True,True,True,True,False,True,False
35763,20819,scene0389_00-bag-2-23-22,"Where there is a white and green bag against the wall, select the white bag. It should be the bag closest to the window",True,717,133,scene0389_00,bag,23,"['where', 'there', 'is', 'a', 'white', 'and', 'green', 'bag', 'against', 'the', 'wall', 'select', 'the', 'white', 'bag', 'it', 'should', 'be', 'the', 'bag', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,True,False,True,False
35770,35603,scene0435_00-trash_can-2-58-32,"The trash can under the desk, next to the desk chair.",True,321,663,scene0435_00,trash can,58,"['the', 'trash', 'can', 'under', 'the', 'desk', 'next', 'to', 'the', 'desk', 'chair']",nr3d,True,True,True,False,False,True,False
35817,18959,scene0030_00-blackboard-2-21-22,the blackboard behind the recliner,True,702,596,scene0030_00,blackboard,21,"['the', 'blackboard', 'behind', 'the', 'recliner']",nr3d,True,True,True,False,False,True,True
35818,8847,scene0030_00-table-5-48-47-49-50-51,There is a single white book on this table,True,596,564,scene0030_00,table,48,"['there', 'is', 'a', 'single', 'white', 'book', 'on', 'this', 'table']",nr3d,True,True,True,True,False,False,False
35833,18430,scene0030_00-book-3-25-23-24,Choose the books on the top shelf.,True,85,17,scene0030_00,book,25,"['choose', 'the', 'books', 'on', 'the', 'top', 'shelf']",nr3d,True,True,True,False,False,False,False
35903,25412,scene0086_00-rail-2-16-15,the rail directly above the toilet,True,220,49,scene0086_00,rail,16,"['the', 'rail', 'directly', 'above', 'the', 'toilet']",nr3d,True,True,True,False,False,True,False
35910,11515,scene0222_00-pillow-2-19-20,The pillow on the bed near the window,True,67,564,scene0222_00,pillow,19,"['the', 'pillow', 'on', 'the', 'bed', 'near', 'the', 'window']",nr3d,True,True,True,False,False,True,False
35948,2174,scene0086_00-trash_can-2-13-14,trash can in the room with the sinks,True,94,353,scene0086_00,trash can,13,"['trash', 'can', 'in', 'the', 'room', 'with', 'the', 'sinks']",nr3d,True,True,False,False,False,True,False
35960,2457,scene0011_00-window-2-23-24,"Staring at the cabinets, you want the window on the right side near the picture hanging on the wall",True,67,596,scene0011_00,window,23,"['staring', 'at', 'the', 'cabinets', 'you', 'want', 'the', 'window', 'on', 'the', 'right', 'side', 'near', 'the', 'picture', 'hanging', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,True
36046,10515,scene0030_00-office_chair-3-2-0-1,The seat in front of the chalkboard second from the wall.,True,491,434,scene0030_00,office chair,2,"['the', 'seat', 'in', 'front', 'of', 'the', 'chalkboard', 'second', 'from', 'the', 'wall']",nr3d,False,True,True,False,False,False,True
36120,41210,scene0378_00-office_chair-2-41-40,The office chair without a computer,True,127,501,scene0378_00,office chair,41,"['the', 'office', 'chair', 'without', 'a', 'computer']",nr3d,True,True,True,False,False,True,False
36173,31957,scene0378_00-desk-3-35-0-44,The desk is under the black chalkboard,True,596,132,scene0378_00,desk,35,"['the', 'desk', 'is', 'under', 'the', 'black', 'chalkboard']",nr3d,True,True,True,True,False,False,False
36290,35064,scene0086_00-paper_towel_dispenser-2-18-17,"Of the two paper towel dispensers on the wall, the bottom one.",True,329,702,scene0086_00,paper towel dispenser,18,"['of', 'the', 'two', 'paper', 'towel', 'dispensers', 'on', 'the', 'wall', 'the', 'bottom', 'one']",nr3d,True,True,True,False,False,True,False
36294,2323,scene0389_00-backpack-2-18-27,The backpack farthest away from the door.,True,564,437,scene0389_00,backpack,18,"['the', 'backpack', 'farthest', 'away', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,False
36317,41034,scene0086_00-bathroom_stall_door-2-29-10,The bathroom stall door closest to the sink,True,127,596,scene0086_00,bathroom stall door,29,"['the', 'bathroom', 'stall', 'door', 'closest', 'to', 'the', 'sink']",nr3d,True,True,True,False,False,True,False
36326,22055,scene0086_00-trash_can-2-14-13,it is the trash can next to the toilet,True,570,85,scene0086_00,trash can,14,"['it', 'is', 'the', 'trash', 'can', 'next', 'to', 'the', 'toilet']",nr3d,True,True,False,False,False,True,False
36444,34804,scene0435_00-suitcase-2-63-60,The suitcase right at the foot of the bed.,True,329,321,scene0435_00,suitcase,63,"['the', 'suitcase', 'right', 'at', 'the', 'foot', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True,True
36541,33561,scene0030_00-bookshelf-5-18-17-19-20-68,Taller bookshelf closest to the window,True,129,719,scene0030_00,bookshelf,18,"['taller', 'bookshelf', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,True,False,False
36576,20716,scene0222_00-window-2-29-28,This window is on the right when looking outside.,True,295,324,scene0222_00,window,29,"['this', 'window', 'is', 'on', 'the', 'right', 'when', 'looking', 'outside']",nr3d,True,True,True,False,False,True,True
36630,23671,scene0222_00-desk-2-13-14,The shorter of the desks.,True,564,368,scene0222_00,desk,13,"['the', 'shorter', 'of', 'the', 'desks']",nr3d,True,True,False,False,False,True,False
36730,18299,scene0030_00-bookshelf-5-17-18-19-20-68,"if you are facing the door, the bookshelf that is to the very left of the door.",True,327,286,scene0030_00,bookshelf,17,"['if', 'you', 'are', 'facing', 'the', 'door', 'the', 'bookshelf', 'that', 'is', 'to', 'the', 'very', 'left', 'of', 'the', 'door']",nr3d,True,True,True,False,False,False,True
36804,7773,scene0011_00-trash_can-2-15-32,This trashcan is by the monitor on the wall.,True,295,528,scene0011_00,trash can,15,"['this', 'trashcan', 'is', 'by', 'the', 'monitor', 'on', 'the', 'wall']",nr3d,True,True,True,False,False,True,False
36817,36117,scene0435_00-lamp-2-38-50,the lamp between the beds,True,470,154,scene0435_00,lamp,38,"['the', 'lamp', 'between', 'the', 'beds']",nr3d,True,True,True,False,False,True,False
36992,29625,scene0435_00-door-3-21-13-18,Select the door that would go into the bathroom,True,717,358,scene0435_00,door,21,"['select', 'the', 'door', 'that', 'would', 'go', 'into', 'the', 'bathroom']",nr3d,True,True,True,False,False,False,False
36998,39339,scene0222_00-pillow-2-20-19,The pillow farthest from the door.,True,564,315,scene0222_00,pillow,20,"['the', 'pillow', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,False
37014,40465,scene0222_00-door-2-3-24,The open door that leads to the closet.,True,137,379,scene0222_00,door,3,"['the', 'open', 'door', 'that', 'leads', 'to', 'the', 'closet']",nr3d,True,True,True,False,False,True,False
37088,35910,scene0046_00-backpack-3-50-18-52,It is the backpack on the ground next to the green chair.,True,56,324,scene0046_00,backpack,50,"['it', 'is', 'the', 'backpack', 'on', 'the', 'ground', 'next', 'to', 'the', 'green', 'chair']",nr3d,True,True,True,True,False,False,False
37163,25345,scene0378_00-desk-3-0-35-44,The desk is the one with the magazine and red pencil on it.,True,32,534,scene0378_00,desk,0,"['the', 'desk', 'is', 'the', 'one', 'with', 'the', 'magazine', 'and', 'red', 'pencil', 'on', 'it']",nr3d,True,True,True,True,False,False,False
37176,672,scene0046_00-door-2-26-21,The OPEN door to the bathroom,True,277,585,scene0046_00,door,26,"['the', 'open', 'door', 'to', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
37247,39438,scene0030_00-bookshelf-5-68-17-18-19-20,the bookshelf that has boxes above and behind it,True,327,585,scene0030_00,bookshelf,68,"['the', 'bookshelf', 'that', 'has', 'boxes', 'above', 'and', 'behind', 'it']",nr3d,True,True,True,False,False,False,True
37259,39109,scene0030_00-window-3-58-26-27,"The smallest window in the room, in the middle",True,570,353,scene0030_00,window,58,"['the', 'smallest', 'window', 'in', 'the', 'room', 'in', 'the', 'middle']",nr3d,True,True,True,False,True,False,False
37267,16635,scene0222_00-trash_can-3-16-17-34,blue trash can next to the bed,True,400,714,scene0222_00,trash can,16,"['blue', 'trash', 'can', 'next', 'to', 'the', 'bed']",nr3d,True,True,False,True,False,False,False
37295,21449,scene0011_00-window-2-24-23,"when facing the walls with two windows, it is the one on the left.",True,617,623,scene0011_00,window,24,"['when', 'facing', 'the', 'walls', 'with', 'two', 'windows', 'it', 'is', 'the', 'one', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
37330,10706,scene0222_00-trash_can-3-34-16-17,It is the trash can next to the desk.,True,56,714,scene0222_00,trash can,34,"['it', 'is', 'the', 'trash', 'can', 'next', 'to', 'the', 'desk']",nr3d,True,True,False,False,False,False,False
37332,31953,scene0389_00-nightstand-2-20-19,"Facing the bed, choose the nightstand on the left.",True,183,111,scene0389_00,nightstand,20,"['facing', 'the', 'bed', 'choose', 'the', 'nightstand', 'on', 'the', 'left']",nr3d,True,True,True,False,False,True,True
37369,19925,scene0086_00-paper_towel_dispenser-2-18-17,"paper towel dispensers, the white one underneath.",True,170,132,scene0086_00,paper towel dispenser,18,"['paper', 'towel', 'dispensers', 'the', 'white', 'one', 'underneath']",nr3d,True,True,True,True,False,True,False
37391,32571,scene0389_00-door-2-12-7,Select the door closest to the TV.,True,254,595,scene0389_00,door,12,"['select', 'the', 'door', 'closest', 'to', 'the', 'tv']",nr3d,True,True,True,False,False,True,False
37578,27724,scene0222_00-bed-2-0-5,This bed is placed farther away from the windows,True,572,315,scene0222_00,bed,0,"['this', 'bed', 'is', 'placed', 'farther', 'away', 'from', 'the', 'windows']",nr3d,True,True,True,False,False,True,False
37661,21507,scene0378_00-desk-3-0-35-44,Desk closest to the door,True,129,623,scene0378_00,desk,0,"['desk', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,False,False
37825,13271,scene0086_00-bathroom_stall-2-28-1,NOT the bigger handicapped stall.,True,353,182,scene0086_00,bathroom stall,28,"['not', 'the', 'bigger', 'handicapped', 'stall']",nr3d,True,True,False,False,False,True,False
38185,28690,scene0086_00-bathroom_stall-2-1-28,the handicapped stall,True,437,579,scene0086_00,bathroom stall,1,"['the', 'handicapped', 'stall']",nr3d,True,True,False,False,False,True,False
38396,18014,scene0389_00-nightstand-2-20-19,The nightstand closest to the door.,True,564,132,scene0389_00,nightstand,20,"['the', 'nightstand', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
38434,7249,scene0389_00-chair-2-3-2,The chair closest to the door.,True,564,141,scene0389_00,chair,3,"['the', 'chair', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
38456,26760,scene0011_00-cabinet-2-20-28,The cabinet closest to the picture.,True,564,650,scene0011_00,cabinet,20,"['the', 'cabinet', 'closest', 'to', 'the', 'picture']",nr3d,True,True,True,False,False,True,False
38490,35366,scene0222_00-bed-2-0-5,The bed farthest from the door.,True,564,514,scene0222_00,bed,0,"['the', 'bed', 'farthest', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,False
38588,15726,scene0222_00-desk-2-14-13,The desk closest to the door.,True,564,30,scene0222_00,desk,14,"['the', 'desk', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
38596,23947,scene0435_00-lamp-2-38-50,A lamp on a table between two beds.,True,426,418,scene0435_00,lamp,38,"['a', 'lamp', 'on', 'a', 'table', 'between', 'two', 'beds']",nr3d,True,True,True,False,False,True,False
38702,18369,scene0435_00-suitcase-2-60-63,The suitcase closest to the window.,True,564,661,scene0435_00,suitcase,60,"['the', 'suitcase', 'closest', 'to', 'the', 'window']",nr3d,True,True,True,False,False,True,False
38804,26146,scene0222_00-window-2-29-28,The window closest to the door.,True,564,553,scene0222_00,window,29,"['the', 'window', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,True,False
38885,22312,scene0435_00-shoes-2-17-16,The correct shoes are closer to the door.,True,411,714,scene0435_00,shoes,17,"['the', 'correct', 'shoes', 'are', 'closer', 'to', 'the', 'door']",nr3d,True,True,False,False,False,True,False
38901,11081,scene0046_00-door-2-21-26,The correct door is blue and does not lead to the bathroom.,True,411,714,scene0046_00,door,21,"['the', 'correct', 'door', 'is', 'blue', 'and', 'does', 'not', 'lead', 'to', 'the', 'bathroom']",nr3d,True,True,True,True,False,True,False
38913,15035,scene0030_00-window-3-27-26-58,The window that is closets to tall bookshelves.,True,692,596,scene0030_00,window,27,"['the', 'window', 'that', 'is', 'closets', 'to', 'tall', 'bookshelves']",nr3d,True,True,True,False,True,False,False
38973,39051,scene0222_00-window-2-28-29,the window in the left in front of the bed,True,459,710,scene0222_00,window,28,"['the', 'window', 'in', 'the', 'left', 'in', 'front', 'of', 'the', 'bed']",nr3d,True,True,True,False,False,True,True
38978,35099,scene0389_00-door-2-7-12,the large main door to the room,True,459,648,scene0389_00,door,7,"['the', 'large', 'main', 'door', 'to', 'the', 'room']",nr3d,True,True,False,False,True,True,False
38985,1322,scene0222_00-door-2-24-3,"The door with the handle on the right side, which is also the door you use to enter and exit the room.",True,324,176,scene0222_00,door,24,"['the', 'door', 'with', 'the', 'handle', 'on', 'the', 'right', 'side', 'which', 'is', 'also', 'the', 'door', 'you', 'use', 'to', 'enter', 'and', 'exit', 'the', 'room']",nr3d,True,True,True,False,False,True,True
39011,30385,scene0030_00-blackboard-2-22-21,NOT the blackboard that is directly opposite the many bookshelves.,True,329,30,scene0030_00,blackboard,22,"['not', 'the', 'blackboard', 'that', 'is', 'directly', 'opposite', 'the', 'many', 'bookshelves']",nr3d,True,True,True,False,False,True,False
39120,22905,scene0435_00-trash_can-2-58-32,The trash can is under the desks,True,114,192,scene0435_00,trash can,58,"['the', 'trash', 'can', 'is', 'under', 'the', 'desks']",nr3d,True,True,True,False,False,True,False
39579,41183,scene0011_00-table-2-17-2,A small table below the television on the wall,True,67,661,scene0011_00,table,17,"['a', 'small', 'table', 'below', 'the', 'television', 'on', 'the', 'wall']",nr3d,True,True,True,False,True,True,False
39596,23017,scene0046_00-shoes-2-49-48,There are two pairs of shoes sitting together on the floor by a desk. It is the pair that is closest to the desk chair.,True,111,661,scene0046_00,shoes,49,"['there', 'are', 'two', 'pairs', 'of', 'shoes', 'sitting', 'together', 'on', 'the', 'floor', 'by', 'a', 'desk', 'it', 'is', 'the', 'pair', 'that', 'is', 'closest', 'to', 'the', 'desk', 'chair']",nr3d,True,True,True,False,False,True,False
39621,13295,scene0030_00-window-3-27-26-58,"The big window on the right, closest to the big shelves.",True,324,132,scene0030_00,window,27,"['the', 'big', 'window', 'on', 'the', 'right', 'closest', 'to', 'the', 'big', 'shelves']",nr3d,True,True,True,False,False,False,True
39665,29811,scene0030_00-table-5-47-48-49-50-51,The table with five chairs around it.,True,329,469,scene0030_00,table,47,"['the', 'table', 'with', 'five', 'chairs', 'around', 'it']",nr3d,True,True,True,False,False,False,False
39675,30364,scene0435_00-door-3-13-18-21,it is the main door into the room,True,459,381,scene0435_00,door,13,"['it', 'is', 'the', 'main', 'door', 'into', 'the', 'room']",nr3d,True,True,True,False,False,False,False
39723,20973,scene0030_00-blackboard-2-22-21,smaller of the two chalkboards.,True,94,192,scene0030_00,blackboard,22,"['smaller', 'of', 'the', 'two', 'chalkboards']",nr3d,True,True,False,False,True,True,False
39729,23531,scene0222_00-door-2-24-3,nearest the small bins.,True,175,179,scene0222_00,door,24,"['nearest', 'the', 'small', 'bins']",nr3d,False,True,True,False,True,True,False
39804,19464,scene0389_00-bag-2-23-22,Furthest away from the bed,True,175,268,scene0389_00,bag,23,"['farthest', 'away', 'from', 'the', 'bed']",nr3d,False,True,True,False,False,True,False
39898,10913,scene0378_00-desk-3-0-35-44,"Do *not* choose the desk closest to the window, and do *not* choose the desk with the computer on it. Choose the one that's closest to the door.",True,402,127,scene0378_00,desk,0,"['do', 'not', 'choose', 'the', 'desk', 'closest', 'to', 'the', 'window', 'and', 'do', 'not', 'choose', 'the', 'desk', 'with', 'the', 'computer', 'on', 'it', 'choose', 'the', 'one', 'that', 'is', 'closest', 'to', 'the', 'door']",nr3d,True,True,True,False,False,False,False
39924,16626,scene0389_00-door-2-12-7,The door near the television,True,67,714,scene0389_00,door,12,"['the', 'door', 'near', 'the', 'television']",nr3d,True,True,True,False,False,True,False
39927,25535,scene0222_00-pillow-2-19-20,pillow directly across from the door.,True,94,670,scene0222_00,pillow,19,"['pillow', 'directly', 'across', 'from', 'the', 'door']",nr3d,True,True,True,False,False,True,True
39958,234,scene0086_00-toilet-2-6-7,toilet in the larger stall.,True,94,339,scene0086_00,toilet,6,"['toilet', 'in', 'the', 'larger', 'stall']",nr3d,True,True,False,False,True,True,False
40007,24460,scene0435_00-picture-2-28-57,the picture in the bathroom.,True,175,525,scene0435_00,picture,28,"['the', 'picture', 'in', 'the', 'bathroom']",nr3d,True,True,True,False,False,True,False
